Time,Propellant mass (kg),Chamber pressure (Pa),Throat diameter (m),Nozzle inlet gamma,Nozzle efficiency,Exit static pressure (Pa),Area ratio,Vapour Mass (kg),Liquid Density (kg/m^3),Liquid Mass (kg),Solid Fuel Mass (kg),Solid Fuel Density (kg/m^3),Solid Fuel Outer Diameter (m),Solid Fuel Length (m)
0.01,50.155826646198555,2346989.6214454933,0.0432,1.2544,0.97,77568.43195269495,4.5,0.9539440661589609,786.5556970686114,42.446851185502794,6.755031394536799,935,0.112,1.33
0.02,50.128664893545874,2677903.8565659057,0.0432,1.2537,0.97,88630.36701796022,4.5,0.960115215993504,786.5629315673925,42.416260323412935,6.752289354139432,935,0.112,1.33
0.03,50.10128616788223,2699295.5284544453,0.0432,1.2537,0.97,89338.36544962923,4.5,0.9663690311538531,786.5737204703561,42.38537780124134,6.749539335487035,935,0.112,1.33
0.04,50.07388980022632,2701034.887611862,0.0432,1.2537,0.97,89395.93287876598,4.5,0.9726551064496505,786.5878531811009,42.35444622966813,6.746788464108539,935,0.112,1.33
0.05,50.04649216141407,2701160.224041663,0.0432,1.2537,0.97,89400.08112843026,4.5,0.9789672847059592,786.6051291411097,42.32348755324889,6.744037323459224,935,0.112,1.33
0.060000000000000005,50.01909466926027,2701145.7761975657,0.0432,1.2537,0.97,89399.60294930452,4.5,0.9853031501559997,786.6253595671055,42.29250555497117,6.741285964133098,935,0.112,1.33
0.07,49.99169752266552,2701111.718465997,0.0432,1.2537,0.97,89398.47574332161,4.5,0.9916607093558412,786.6483669341872,42.261502420012896,6.738534393296778,935,0.112,1.33
0.08,49.96430081668617,2701068.2889915295,0.0432,1.2537,0.97,89397.03836152317,4.5,0.9980381148095248,786.6739843159628,42.230480087458794,6.735782614417851,935,0.112,1.33
0.09,49.936904633279966,2701016.779184594,0.0432,1.2537,0.97,89395.33354561555,4.5,1.004433635948459,786.7020547507288,42.19944036683334,6.733030630498167,935,0.112,1.33
0.09999999999999999,49.9095090489485,2700957.726974326,0.0432,1.2537,0.97,89393.37909939582,4.5,1.010845650531607,786.7324306450344,42.168384954070795,6.7302784443461,935,0.112,1.33
0.10999999999999999,49.882114135622736,2700891.5829835124,0.0432,1.2537,0.97,89391.18993708983,4.5,1.0172726380441262,786.7649732133486,42.13731543897055,6.727526058608054,935,0.112,1.33
